source_id,ra,dec,pmra,pmdec,bp_rp,phot_g_mean_mag,parallax
4421581488777939712,229.8651721994143,2.253845580226587,-3.0288227298474633,11.258117372924225,1.6542892,17.167864,1.2383467322146646
4421581488778685696,229.87352127181043,2.257802420372102,-5.802384379473996,-2.3237498472974365,1.329771,17.91953,0.44471572027898726
4421581596156899584,229.80670217991704,2.2162662222257543,2.4151866500095407,-9.604414969116359,0.89234734,17.87346,0.43586349925152557
4421581664876381568,229.78771611633414,2.2291444735387707,4.1403941503628,-9.915618909395203,1.0498352,15.560419,0.0793611182546841
4421581694936331648,229.814910475745,2.234113684185762,-1.8723196554211903,-7.1661938356032735,1.1469383,16.907227,0.751444077256132
4421581798015580160,229.80464334314186,2.250826172040049,4.166681810015384,-10.044426469100799,0.97338676,16.755972,0.13049566017353814
4421581836675075840,229.76022415200066,2.230596779626848,4.183045839198407,-9.832375330141677,1.2377167,13.674922,0.07719468525693024
4421581866735023616,229.78296744687273,2.2342331080287954,-4.990517278225117,-10.54950127051894,0.93403244,17.86638,0.5560246650492259
4421581901094774656,229.75928887238965,2.2397120037394234,4.156075338738268,-10.15157268743685,0.91687393,17.295958,0.19103239209009262
4421581905395365120,229.7629264407621,2.2400903928459566,-10.328320380690489,-8.082205260272024,0.8986254,15.975818,0.35573589267533556
4421581935454520448,229.76735576906302,2.2427092748781403,4.561409568831916,-6.068495204720949,0.8099222,16.424295,0.36295238645762895
4421581935454530944,229.7685767147478,2.2486332317361932,-8.993505266606574,-5.8657250635665115,0.5097847,16.53297,0.025204465412464558
4421582042833507584,229.78287294241034,2.254486711119103,-5.646333140942027,-4.109939673969418,1.2516212,17.448137,0.48847015899866597
4421582210332454144,229.83323148741172,2.2589900287365055,4.092768022514357,-9.851630472943482,0.768692,17.811491,-0.05157661874022957
4421582214632276352,229.8412631715056,2.2661522416509365,-0.4506199847003566,-8.265783035681615,1.1826916,17.671087,0.19425890059626452
4421582244691546880,229.8499158336931,2.2699144400234896,3.9625069774122927,-9.915596289487008,1.1166487,14.700312,0.14696527094337092
4421582519570142336,229.8309191472857,2.288862830775522,5.820777275912705,-16.978673295788006,0.68933105,16.824038,0.2090653322050691
4421582523869925760,229.82719725245434,2.283012685236591,4.211224491516367,-9.845070798902801,0.66347027,15.112195,0.04320384603689308
4421582588289623040,229.8306161976261,2.292337454221594,-5.33608892676127,-14.94276201474224,0.9453049,17.874666,0.2681333403472361
4421582691368788480,229.9396662885692,2.2576192823470875,-4.468379957523756,-8.28205054588809,0.74565315,17.972418,0.2687086876748939
4421582833107556224,229.96034872087228,2.2773243174699362,-10.917853587650251,-12.904955999259101,1.7592459,16.74444,1.548364761418246
4421582897527265280,229.94785234761213,2.2900470306937946,-7.85108885588828,-2.1026348967386244,1.055069,17.624214,0.20401898297494672
4421582901827034368,229.94685214910578,2.278991952839357,-4.160764411021251,-0.7028458891558235,0.8353462,17.561464,0.027922899612436707
4421583069325950592,229.9141498778601,2.284647046914188,-9.46032526328592,2.1828570245401426,1.3212605,17.746857,0.8249731468759173
4421583279784157568,229.9554787404241,2.2894560431866915,2.671511023758476,-7.219081463098476,0.79275036,15.923283,0.34931706888262354
4421583378563621888,229.99811548671775,2.3066506216093696,7.284050870482499,-6.963341119079315,1.4458122,17.70007,0.4511732799826218
4421583485942593280,229.94348925224773,2.3111006145246176,-9.443078714144427,4.170718975510904,1.2954121,17.600805,0.5462755675182247
4421583589021809536,229.94480851197156,2.323536295080162,-21.255388740341456,-0.3907110253600548,2.258398,17.313564,2.096860560663031
4421583962679181952,229.88250157239474,2.315313670109815,-3.486779009897169,-13.523846239087897,1.0332451,16.658812,0.640964080397974
4421584035698412672,229.85794061261845,2.2964242146117892,-1.7964867288990263,11.712990461059336,1.5115576,15.182029,2.2991573378387984
4421584138777631360,229.85643559931455,2.3260141325595955,6.489868160349423,-6.079549489336548,1.0034065,17.394289,0.407333224530388
4421584344936056704,229.93425895702782,2.3326485266928696,-7.9794419806056585,-2.079559290804868,0.6514492,17.634367,0.2055193563032492
4421584512435020672,229.93260638089828,2.3451787770228063,-3.043161742120241,-9.683561887611527,0.9814644,15.996586,0.7816374943881029
4421584516734751360,229.93538694422926,2.352911893191403,3.8020247885504066,-8.4072444437726,0.81113815,15.751003,0.6156605468587202
4421584757252921088,229.93785352626688,2.3683639351474306,11.17768667239705,-7.020883121863907,1.9760895,17.768759,1.4891517127826677
4421584791612662016,229.91469480938085,2.3725657697431206,-65.37837478332347,-45.57755459626394,2.6808243,16.195549,5.850450955643033
4421584890393074432,230.28379111445054,2.1055121717961565,-3.493298747037411,-4.473815991001749,1.0154076,17.980337,0.33624317071546356
4421585032130763904,230.30856542375307,2.1301769524613725,-12.15675609950802,-2.93976252850963,0.7946234,15.685088,0.44037764912744903
4421585169569720448,230.2551884823355,2.1268542027130084,-38.02128250383128,-1.1875150366387917,2.1024895,17.118498,1.7449330332085815
4421585444447624448,230.3227656264253,2.146117398343746,-5.632016447585416,0.7231226949722899,0.9744663,17.04697,0.3495697280529363
4421585474508623232,230.30073258216504,2.1431321437721538,-7.1397330924820706,-3.138797075171884,0.4445448,14.657821,0.17823513147748604
4421585547526839808,230.33194568498578,2.156944737339831,-8.029631316246022,-24.06777608973685,1.5323095,15.693461,1.8312492208988669
4421585650606057344,230.33679397542318,2.177535629949194,-9.08549101094864,4.54220493695604,1.6950989,17.45406,1.0086644673030098
4421585753685274624,230.28878400360736,2.1606158627433856,-4.8760972672781175,-6.71270203677259,0.84064484,16.916557,0.36118467397519594
4421585856764489856,230.3244822294956,2.1852776180538527,6.979709180191222,-22.960343801967184,2.5364075,17.243605,2.3930590366207647
4421585886825501696,230.30341816872456,2.1815156226844183,-3.5450295465389434,-2.2785467088396087,0.61636543,17.221294,0.17444604262943927
4421585925483967104,230.32763556211412,2.191899070733279,-3.623477892848905,-6.285735744487988,1.2213116,17.655277,0.599992456527319
4421585959843706240,230.2315032757913,2.136039650186322,-5.148962944068106,-10.279186940241562,1.6578045,15.325871,2.4392112136005006
4421585994203445120,230.23648022736148,2.1458208721433047,-5.128115128449009,-4.551296905104827,0.86099625,16.242384,0.4472142395614502
4421586097282660096,230.24778527326094,2.152913612391058,-8.814324067208654,8.692509702732755,1.1447144,16.537848,0.7961815088326127
4421586196063146752,230.25467127329946,2.1794440434603586,-0.7227463034009616,-1.1293094641180825,1.0075512,17.602196,0.06368713210052071
4421586299142359168,230.1998547150705,2.1692571947643033,-1.475503545678659,-0.7253732817609249,0.83768845,16.543343,0.44334017824657307
4421586475239789312,230.228472931418,2.1893705303534214,-11.974358197814471,1.18900333858407,1.2206669,15.750202,1.4160291594115504
4421586509599520896,230.2765538647934,2.1739310179142195,3.089192472435263,-1.5313456198708917,1.1448536,17.907013,0.4716100512315333
4421586578318999936,230.2588380000249,2.17682705277728,-8.343828842853073,-2.3742939286162907,0.917675,17.778341,0.507742720563079
4421586578319000064,230.26099849234492,2.1782925121491354,-16.125740484603163,-10.140615383760217,0.84391785,16.210003,0.5256764507524201
4421587024995603840,230.2764130168372,2.2267629450683843,-12.203537660438103,-7.143173021664279,0.67490387,16.87149,0.390294253020379
4421587196794282496,230.38514971582845,2.1956848615059736,-3.564403902937797,0.9560612584021067,1.0605545,17.348408,0.4802596518914623
4421587226855303296,230.38611668587265,2.2021481207243907,-7.28963611421122,-3.68158541435062,0.79866314,16.50322,0.23374050497110338
4421587231154816768,230.39745630403203,2.2017767139241857,-40.762727206371956,-3.6534774290052394,0.9593029,16.955914,0.849301504227003
4421587265513761408,230.36552202777358,2.20053037230565,3.649943070473509,-3.5101528668251523,1.2991238,17.86667,0.6680638563563331
4421587329934515200,230.34091228809993,2.1917201185300366,-1.9760742269281164,3.598005619021781,0.97271156,17.79166,0.32669554462310507
4421587433013735680,230.3461999640338,2.2085280280505377,-1.3047011969215032,-6.026609625982439,0.9618912,16.45448,0.09001076060207053
4421587506029125248,230.37090061198865,2.215694032005126,-2.7921156979022568,-18.03225363844766,1.7198906,17.995312,1.1878519575303448
4421587673536450304,230.3966511725526,2.223533215202616,-7.091185107360774,3.821907936558173,0.9133358,16.19833,0.25030229775746415
4421587712190360448,230.41171912268732,2.2301208242309714,0.2543445775250001,-5.919657444002368,0.8648796,16.617256,0.25629264501644256
4421587712190361344,230.40585400145903,2.2336561845277085,-7.63169524322497,-5.917359717976518,0.9317684,17.079918,0.3878019390744427
4421587742251386624,230.43341732399773,2.2308408345434128,0.5735769156238731,-0.10137141008046045,0.93362045,17.667555,0.174991886967079
4421587780909837056,230.4378529297321,2.246667962155096,3.528511394469554,-8.246845117050404,1.3274059,17.35219,0.7644554087040305
4421587952708532864,230.37216753961303,2.236193179763228,10.613225428323684,-4.322707637559208,0.91783524,15.817282,0.6432841694408672
4421587982769562240,230.3727948686009,2.2479334799291983,-4.687856409603473,-3.9389474459400113,0.82422256,15.311628,0.5549166383925718
4421588055787746432,230.42498412646862,2.2570833426276,-2.002292914062854,-5.33511655824095,0.823082,15.134869,0.7307166595893084
4421588085848778880,230.39560038005067,2.25509888216926,-6.337872900635976,-8.938027973308884,0.66356087,17.582048,0.203793353041661
4421588193226703744,230.3217069877881,2.2210708697086416,-6.174488899280913,14.83075677980999,1.7270584,17.271986,1.4397018963860375
4421588223287719424,230.30226870016085,2.21562995557838,-2.4143431554046044,-14.276823684125027,0.80169487,17.759485,0.23610455193013405
4421588257647460480,230.32445196291044,2.226225664491384,-9.633196263150007,-3.74082483986804,0.76439476,17.422943,0.3279188020718397
4421588261946183168,230.31395313792422,2.2309024343181822,-4.645220113141617,-7.978327765423983,1.0674658,14.754593,0.13330865923864968
4421588261946183552,230.30903715276952,2.2290147630793746,-23.88441570702677,-3.432288782703529,1.5960865,16.682924,1.2365492006643108
4421588330665658496,230.34924436894286,2.2454596026946003,-0.2510653305097754,-4.9187747217701085,1.5419865,17.033184,1.0261630614037793
4421588704324067840,230.35624840231213,2.2481741969246314,-5.1143697494766185,-2.933407835262483,0.87727356,17.373356,0.488293729707941
4421588708622779648,230.35728951293314,2.2443142795444535,5.783498333821713,-3.6889189548145356,0.8858137,14.4862995,0.7916328723298767
4421588742982518784,230.36720722981755,2.256823055915223,-72.68658665024088,16.109317834044422,1.3093405,14.310899,2.9945782196668453
4421588944842251264,230.38383774684584,2.293674999600554,-3.5968382725913006,1.3316820191118184,0.8125324,17.795528,0.2804963048460735
4421588944846771456,230.3871366511055,2.286857154325148,-8.796549902456471,3.0998035016047396,1.1738796,13.285611,0.4587596281885752
4421589082281198592,230.33883567900926,2.280423803499386,4.742964708904153,-10.968828991997562,1.6640434,17.486515,1.106342658884024
4421589322799336832,230.17555878589835,2.1744199506796056,-16.602743135234675,3.619674503047372,0.7151203,16.18366,0.07483592301397661
4421589636335726720,230.1642696782149,2.2049748155814464,-1.9487431955535182,-3.0970676793425587,0.79235077,17.010752,0.2994060031454247
4421589670695464704,230.18142148133597,2.2124377543725173,5.832534272152071,-2.7556049568843126,0.79175663,14.996909,0.6354471925923397
4421589773774680960,230.19123007819718,2.230577722606005,-24.03220495964606,-26.26223641047369,1.5780859,16.810625,1.2599897039671475
4421590014292847872,230.23405714036087,2.242338037843893,-4.300577229652421,-3.842469964907658,0.91243744,16.667997,0.4594127259374498
4421590220451277952,230.23148946359595,2.240655438294411,-12.229743118552129,-15.962869119412169,0.8937197,15.361279,0.584963412907682
4421590284872034688,230.22014610961722,2.255842628336633,-2.469400478677592,-0.7208841262192831,1.0013084,17.339252,0.282540332633917
4421590392249972480,230.15122213360243,2.2123846864589023,-4.251942576858639,-1.842749863306923,1.0587654,16.782457,0.1722596835956671
4421590628468294656,230.1144584544476,2.228937267559035,-8.347057002371166,-0.8479496129062457,0.99474907,17.071985,0.5030331316685636
4421590735847362048,230.12245565753568,2.2466346223201317,-3.495905575031532,5.560934088104778,1.3547087,16.391592,1.1207289736337596
4421590800267045376,230.1532575916374,2.2592799605312575,-21.387515087689025,-9.37167746369639,2.1772556,17.954685,1.639498665505747
4421590834626775296,230.1351960264554,2.253997001626453,-10.48269666841593,5.468773626173774,1.4115715,17.897652,1.018101272399546
4421590873287089792,230.14155237949097,2.2607789232212885,-8.569414084565484,-1.4231010060633615,1.1739397,12.203929,0.48312282101119847
4421590972066761984,230.18028566017378,2.253881424824044,0.4580592015398188,-2.1272295673788366,0.82357407,16.312223,0.2705971507285013
4421590972066802176,230.16555326604526,2.2564865818413167,4.640368289860607,-1.5718881215307938,1.5180893,17.241922,0.7336680059288024
4421591010725266304,230.19129474786857,2.2671335594764277,-9.435625969812005,-17.53198275688913,0.8550701,14.143964,1.0972770792284798
4421591079444742272,230.21318297257557,2.274053876316957,1.4079086851365,-1.5306577462899127,0.8319044,14.078718,1.2877831589583868
4421591354322652928,230.20213675706364,2.298852087000445,-2.1731638300497975,-1.8154127693191755,0.039138794,14.011073,0.21804459363895623
4421591354322653312,230.2003129401045,2.3002876112474797,7.062032967378851,-4.850932291688884,1.0912228,17.52796,0.352894261081978
4421591418743419776,230.18312307826062,2.309292649405837,-1.6099076733033302,2.8862681889718487,0.99682045,17.982475,0.33901121996620504
4421591629200548224,230.31357956695064,2.278038842242768,-16.0253833859669,14.116879562257848,0.80449295,14.441772,0.9608667096879248
4421591732279768192,230.24397119713103,2.2656757230714577,-9.430942865593424,1.1112265471925258,0.8799925,15.411645,0.4066768963799067
4421591835358984576,230.25724937207318,2.2842669151956727,13.90600940713855,-1.4420723639501039,1.7927303,15.564865,1.595190972783948
4421591934139490560,230.25809640394013,2.2969520053718036,9.624153413250582,-2.551305459591273,1.8493652,17.68406,1.072812781755857
4421592037218705408,230.3267850372043,2.2960480964587715,-1.1191923548183418,-0.3147422128167305,0.835207,17.435112,0.38601930207865814
4421592110236888704,230.3248945289925,2.302702575255397,-15.009268869920056,-8.434046721570805,1.2600727,17.835354,0.6073894765548594
4421592213316105600,230.32129607239284,2.3160259308381654,-54.9628515812215,-23.527301463770296,2.7011223,17.948013,4.0478232293418746
4421592247675843328,230.33947571985175,2.323815992239205,-48.59724074882422,-14.761574516085101,1.1850834,17.500166,0.7602956158156744
4421592316395321600,230.30689386054058,2.3136643216802124,-2.416067558566354,-29.332915627345077,2.7693844,17.448359,3.5161711077712754
4421592316395321856,230.30270301655682,2.313558465385632,-14.474300328773374,-0.25224478179574855,0.7972641,16.660673,0.34812417802100476
4421592556913491840,230.23507402863828,2.2828086960496647,-13.253174574649707,-7.654416295253115,0.97122955,17.963926,0.24444432684458003
4421592694352446848,230.2423281049653,2.3051291281853157,-6.96934176739671,-4.136385117539274,0.97032547,17.329254,0.17177536023479803
4421592763071924480,230.24383582072826,2.31578782666945,-2.0387249966203904,-28.76128648909614,2.9478207,17.972864,1.9656925326737764
4421592797431664000,230.2485611350584,2.3267012139313925,-15.289773946233584,-10.864644994859601,1.1349258,13.262842,0.9416266303555075
4421592969230358528,230.22955831852047,2.3302515096369465,-14.67924445360222,-6.443580331715205,0.7560768,17.324806,0.17235842922504804
4421593068014913536,230.23120830358658,2.3387689092240653,1.7005594597999325,-5.589186698799519,0.96296024,16.014366,0.724063259516533
4421593381547217536,230.25107461716334,2.3368937299181574,9.188193552024913,-5.675678803871271,0.9570141,15.573414,0.9917425060053632
4421593415906956544,230.26883069776952,2.3499003219419925,-16.360162074829898,1.9842732959130072,2.0473099,17.372158,1.5061774347303245
4421593415906957696,230.25604439164482,2.3524348397219343,-1.8374722782755744,-7.9646102886634775,0.7884197,16.522097,0.3518186206242615
4421593484626435712,230.25530425614247,2.3619469372666324,5.419909450786857,-16.208776045407397,0.8089123,16.030264,0.38491974576694005
4421593583406967424,230.2649061433909,2.3742257925580863,3.10474970911122,-10.7469845999951,1.2156277,17.47996,0.6368380910751494
4421593656425096832,230.44506210287972,2.2430758006272504,-6.718684753594738,-2.161604483989363,1.8041735,15.158622,3.360370853063456
4421593759504314752,230.45025148660233,2.269872000004225,-9.721499009644225,-10.11890507399939,1.103714,16.924246,0.6471422681144523
4421593759504315136,230.4434365285351,2.266392292191964,-5.323221394007719,-6.66432879007391,1.0254965,16.073748,0.7595832516489232
4421593823925045376,230.48491892315292,2.27596465515284,-1.2290972141090566,6.9944885989172665,0.99497414,15.519065,0.9179049322942596
4421594103101700352,230.4666075447922,2.295378723139684,-8.102403937719998,-13.109696164224738,0.7966919,16.357258,0.30712430354379466
4421594377979605504,230.5174800405947,2.3126898389349324,-13.47913912603,-4.813080436773839,0.811718,15.636375,0.26683774719125014
4421594476764651264,230.47146257461947,2.3050538027590366,12.469781638131941,-8.046295457003705,2.5302658,16.596497,4.906569875810756
4421594481058823680,230.4712789121548,2.305081797329005,,,,17.210405,
4421594515418562432,230.48760749622502,2.3163488569230877,-3.343416980825962,-4.01432349293167,1.3358831,15.692638,1.3902991846818709
4421594549778301696,230.45836408999998,2.305745714163126,-5.555438000139125,-5.633053736019117,0.27096367,14.920316,0.0775150350820849
4421594584138042112,230.46528386878052,2.323114738167661,3.4579845245339635,-48.77182955513348,2.7125883,16.993624,6.25936779966307
4421594682918577024,230.48091324184364,2.331465135634892,-1.878191013586656,-2.080596257242577,1.1723118,16.183641,0.9064819371963836
4421594682918577152,230.4839085502273,2.3309421717111056,-1.0116055865548172,-16.489258941225437,1.8385906,17.59938,0.9053988487171164
4421594721576996608,230.49351726388295,2.3462798458952645,3.5350611875889832,-3.7690694888133334,1.223486,16.839243,0.65758398752031
4421594785997777152,230.41730808159727,2.302848086455674,17.52992602031032,-10.127983065410225,2.1865234,17.352629,1.7543974161440763
4421594790296472704,230.42219210779714,2.298001982105286,8.937279564858493,-2.079307359535004,2.034027,17.3073,2.269620420426102
4421594923436737408,230.4308438428722,2.31556893819039,-6.035759385848486,-2.919792862606578,0.8308735,17.366373,0.21677453769790528
4421595580570459264,230.4278802860245,2.3376177498410446,3.157596976964599,-19.231575691743412,0.9599476,13.640753,1.0439286968586245
4421595718009412864,230.44797497275243,2.3534067787960886,-10.014170265437912,-6.119501744620436,0.826704,13.755239,1.2389383050770952
4421595718009413632,230.45623406604963,2.362404529770492,3.066506284287284,-4.004784133635422,1.0482216,16.855444,0.5627256479855345
4421595748070391680,230.46640963805072,2.3733850986124208,-0.687977874342022,0.3061133808874734,0.88567734,13.833808,1.188561897568873
4421596057308117760,230.53953807593226,2.348769328732262,-19.493455800388084,-4.620918805408705,1.078764,17.534618,0.6791490349450824
4421596199045745920,230.50673361192386,2.3524806197104624,-4.169900427205162,-7.579999175594537,0.82692146,17.802605,0.04939960084173547
4421596233405483904,230.51624545948204,2.3565080159615412,-1.8754141641382804,-1.7377153488593864,1.4702473,14.790087,0.016221814086353745
4421596297828861312,230.54381060826023,2.36860782879145,-18.063705716448588,1.42840104682951,1.2750874,16.065239,1.270371828916566
4421596302122155392,230.5492679915687,2.366437490685195,-7.272457826310977,-4.832368736590888,0.85303116,16.79538,0.4220471554197731
4421596370844439168,230.54013961080224,2.3843930707437586,4.297162178082393,-5.581489955774792,1.1035194,15.877612,0.8695875549798641
4421596439564021504,230.5958358477583,2.3645697953442815,-7.023624065395733,-2.9542187280146717,1.1544724,17.184725,0.6346276502910895
4421596851880995200,230.58394139363742,2.404587874598111,-25.05514323490778,-10.888526976555402,0.68488026,14.301745,0.7094528989456761
4421596886240620928,230.5755401304765,2.4029088574314246,-4.525071828412105,-13.212942709123874,0.91394806,14.4499445,0.5993019245807263
4421596985021061632,230.5053596954522,2.364888380845658,-5.0193356064336,0.6999494564702515,0.860939,17.831984,0.4822925363364839
4421620216499443200,229.6101317355403,2.12483106743272,,,0.6885662,17.779123,
4421596985021064064,230.5096688063158,2.3676929468791514,1.3249735554473931,-0.7328242709178295,0.76364326,17.358568,0.021432375225066753
4421596989319730176,230.50935116077036,2.369677131489644,-20.23253099356484,-49.8588083801646,1.1816826,13.604019,3.7650011641152337
4421597053740544640,230.5011112275244,2.3791864246166496,-8.910755617340769,1.6619615990215688,0.98864937,17.878946,0.3669095912887332
4421597058039209344,230.48927230573153,2.380059781501044,0.9126343539902559,-7.2413214429960995,1.090909,15.334551,1.1777519054715315
4421597092398946560,230.51047165662519,2.3839220993144905,-10.162197995903895,0.610154535474521,1.0786476,16.1623,0.7053538010384999
4421597156819762432,230.50691154723515,2.384729575605984,-16.817296504535463,-16.424141368692688,1.5835876,16.973919,1.1727544609096876
4421597195478162304,230.5246193099163,2.3983858406319096,-3.6997592166172146,12.48336179563988,1.7249651,16.075583,1.8513089683822728
4421597195478162432,230.5162687976247,2.393768536274381,-6.540853265334272,1.4156335284390076,0.81783867,14.726887,0.6203045527224784
4421597264197640960,230.4877251341182,2.3914604311784204,-4.026351075933111,1.7922280687577485,0.9015312,17.941933,0.47309131761282963
4421597328618461056,230.46984689935616,2.402854210691735,-3.3104167263087367,-1.813915736759085,1.1463833,16.937023,0.6872565346874495
4421597435996334848,230.48506658381982,2.4016943387848317,-19.16564444553483,-26.468284212913762,0.8663559,13.057738,1.4865340234356295
4421597534776895104,230.5446057887647,2.412648331360271,-4.380485563730451,-1.2463744318974674,0.91885376,17.879185,0.2557311531780326
4421597573435285248,230.52330030679505,2.404038313494348,-3.704725644653829,12.908837710441224,1.2278976,14.836283,1.954980779136211
4421597603496373632,230.53603275038395,2.4138966580177317,-3.5921341432408727,-1.3749486406511857,0.17829514,16.548698,0.06435858922490528
